Name,Position,HS,City,State,Height,Inches,Weight,CompRating,Offerer,Year,NatRank,PosRank,StRank,Stars,CommittedTo,15,Place,lon,lat
Cason Henry,OT,Walton,Marietta,GA,6,6,290,0.8551,North carolina,2022,NA,96,105,3,South Carolina,//247sports.com/player/cason-henry-46112712,"Walton, Marietta, GA",-84.497203,33.9183772
Justin Kanyuk,OT,Bethlehem Catholic,Bethlehem,PA,6,5,290,0.8519,North carolina,2022,NA,104,22,3,North Carolina,//247sports.com/player/justin-kanyuk-46115339,"Bethlehem Catholic, Bethlehem, PA",-75.3717324,40.6424229
Daylen Everette,CB,IMG Academy,Bradenton,FL,6,1,185,0.98740000000000006,North carolina,2022,28,6,6,5,Georgia,//247sports.com/player/daylen-everette-46085466,"IMG Academy, Bradenton, FL",-82.605312,27.4408855
Jeadyn Lukus,CB,Mauldin,Mauldin,SC,6,2.5,185,0.986,North carolina,2022,30,7,1,5,Clemson,//247sports.com/player/jeadyn-lukus-46095135,"Mauldin, Mauldin, SC",-82.310119,34.77873
Marquis Groves-Killebrew,CB,North Cobb,Kennesaw,GA,6,0,180,0.9535,North carolina,2022,114,13,11,4,Texas A&M,//247sports.com/player/marquis-groves-killebrew-46083134,"North Cobb, Kennesaw, GA",-84.64859829999999,34.0401304
Tayon Holloway,CB,Green Run,Virginia Beach,VA,6,0,165,0.9192,North carolina,2022,204,26,8,4,North Carolina,//247sports.com/player/tayon-holloway-46086344,"Green Run, Virginia Beach, VA",-76.0919444,36.7983333
Marcus Allen,CB,Walton,Marietta,GA,6,2,175,0.8817,North carolina,2022,485,46,49,3,North Carolina,//247sports.com/player/marcus-allen-46094227,"Walton, Marietta, GA",-84.497203,33.9183772
Jaylen Lewis,CB,Haywood,Brownsville,TN,6,0,175,0.8763,North carolina,2022,570,53,18,3,Arkansas,//247sports.com/player/jaylen-lewis-46108947,"Haywood, Brownsville, TN",-89.2558502,35.5883901
Ryland Gandy,CB,Buford,Buford,GA,6,0,170,0.871,North carolina,2022,662,61,69,3,Pittsburgh,//247sports.com/player/ryland-gandy-46082237,"Buford, Buford, GA",-84.0043513,34.1206564
Dainsus Miller,CB,Creekside,Fairburn,GA,5,11,160,0.8677,North carolina,2022,745,70,77,3,Marshall,//247sports.com/player/dainsus-miller-46097066,"Creekside, Fairburn, GA",-84.6279637,33.5582841
Rodney Johnson,CB,Gadsden City,Gadsden,AL,5,11,160,0.8466,North carolina,2022,NA,117,54,3,NA,//247sports.com/player/rodney-johnson-46114023,"Gadsden City, Gadsden, AL",-86.0066386,34.014264
Alejandro Colbert,CB,Ridge Point,Missouri City,TX,6,1,176,0.8165,North carolina,2022,NA,156,253,3,NA,//247sports.com/player/alejandro-colbert-46080155,"Ridge Point, Missouri City, TX",-95.5139136,29.4843406
Jamal Burnell,CB,Indian River,Chesapeake,VA,5,11,170,NA,North carolina,2022,NA,NA,NA,1,NA,//247sports.com/player/jamal-burnell-46081789,"Indian River, Chesapeake, VA",-76.2348899,36.8038476
Sonny Styles,S,Pickerington Central,Pickerington,OH,6,4,215,0.9938,North carolina,2022,12,1,2,5,Ohio State,//247sports.com/player/sonny-styles-46103419,"Pickerington Central, Pickerington, OH",-82.7556,39.8765722
Sherrod Covil,S,Oscar Smith,Chesapeake,VA,6,0,185,0.9202,North carolina,2022,203,16,7,4,Clemson,//247sports.com/player/sherrod-covil-46099958,"Oscar Smith, Chesapeake, VA",-76.2564033,36.7402457
Jake Pope,S,Buford,Buford,GA,6,1,190,0.8884,North carolina,2022,403,34,38,3,Alabama,//247sports.com/player/jake-pope-46098355,"Buford, Buford, GA",-84.0043513,34.1206564
Emory Floyd,S,Hillgrove,Powder Springs,GA,6,0.5,165,0.8864,North carolina,2022,425,37,45,3,South Carolina,//247sports.com/player/emory-floyd-46104097,"Hillgrove, Powder Springs, GA",-84.6672408,33.9260475
Alfonzo Allen,S,Miami Central,Miami,FL,5,10,185,0.8824,North carolina,2022,465,43,58,3,Baylor,//247sports.com/player/alfonzo-allen-46084012,"Miami Central, Miami, FL",-80.19606569999999,25.7807228
Will Hardy,ATH,Greater Atlanta Christian School,Norcross,GA,6,2,190,0.8755,North carolina,2022,586,36,59,3,North Carolina,//247sports.com/player/will-hardy-46113176,"Greater Atlanta Christian School, Norcross, GA",-84.1705545,33.91987
Cade Klubnik,QB,Westlake,Austin,TX,6,2.5,186,0.9951,North carolina,2022,6,1,1,5,Clemson,//247sports.com/player/cade-klubnik-46056879,"Westlake, Austin, TX",-97.7951987,30.30457
Ty Simpson,QB,Westview,Martin,TN,6,2,200,0.9883,North carolina,2022,26,3,2,5,Alabama,//247sports.com/player/ty-simpson-46056473,"Westview, Martin, TN",-88.8462746,36.3023166
Gunner Stockton,QB,Rabun County,Tiger,GA,6,1,220,0.9506,North carolina,2022,124,7,12,4,Georgia,//247sports.com/player/gunner-stockton-46059056,"Rabun County, Tiger, GA",-83.4329398,34.8470372
Braedyn Locke,QB,Rockwall,Rockwall,TX,6,1,195,0.8893,North carolina,2022,391,24,57,3,Mississippi State,//247sports.com/player/braedyn-locke-46093750,"Rockwall, Rockwall, TX",-96.4500618,32.9090739
Conner Harrell,QB,Thompson,Alabaster,AL,6,1,189,0.8647,North carolina,2022,799,45,33,3,North Carolina,//247sports.com/player/conner-harrell-46103756,"Thompson, Alabaster, AL",-86.8451459,33.222801
Addison Nichols,IOL,Greater Atlanta Christian School,Norcross,GA,6,5,318,0.9422,North carolina,2022,143,6,15,4,Tennessee,//247sports.com/player/addison-nichols-46080082,"Greater Atlanta Christian School, Norcross, GA",-84.1705545,33.91987
Kanaya Charlton,IOL,Brunswick,Brunswick,GA,6,5,354,0.8538,North carolina,2022,NA,55,109,3,Florida State,//247sports.com/player/kanaya-charlton-46085571,"Brunswick, Brunswick, GA",-81.49148939999999,31.1499528
Jaylen Sneed,LB,Hilton Head,Hilton Head Island,SC,6,2,210,0.9835,North carolina,2022,34,3,2,5,Notre Dame,//247sports.com/player/jaylen-sneed-46094578,"Hilton Head, Hilton Head Island, SC",-80.752608,32.216316
Jalon Walker,LB,Salisbury,Salisbury,NC,6,2,220,0.9804,North carolina,2022,46,4,2,4,Georgia,//247sports.com/player/jalon-walker-46086135,"Salisbury, Salisbury, NC",-80.4742261,35.6709727
Shawn Murphy,LB,Unity Reed,Manassas,VA,6,2,215,0.9709,North carolina,2022,72,6,2,4,Alabama,//247sports.com/player/shawn-murphy-46059224,"Unity Reed, Manassas, VA",-77.50859059999999,38.7651845
Sebastian Cheeks,LB,Evanston Township,Evanston,IL,6,3,210,0.9406,North carolina,2022,148,14,5,4,North Carolina,//247sports.com/player/sebastian-cheeks-46099187,"Evanston Township, Evanston, IL",-87.68769689999999,42.0450722
DeMario Tolan,LB,Dr. Phillips,Orlando,FL,6,1,205,0.9204,North carolina,2022,202,20,24,4,LSU,//247sports.com/player/demario-tolan-46110362,"Dr. Phillips, Orlando, FL",-81.4922945,28.4494501
Xavier Simmons,LB,Northwest Guilford,Greensboro,NC,6,3,235,0.8884,North carolina,2022,400,37,13,3,Missouri,//247sports.com/player/xavier-simmons-46101589,"Northwest Guilford, Greensboro, NC",-79.9533647,36.1546392
Javae Gilmore,LB,Amite,Amite,LA,6,4,200,0.885,North carolina,2022,442,40,20,3,Mississippi State,//247sports.com/player/javae-gilmore-46058848,"Amite, Amite, LA",-90.50898149999999,30.7265747
Deuce Caldwell,LB,Mauldin,Mauldin,SC,6,1,210,0.8668,North carolina,2022,763,73,7,3,North Carolina,//247sports.com/player/deuce-caldwell-46101346,"Mauldin, Mauldin, SC",-82.310119,34.77873
Albert Redd,LB,Glenn,Kernersville,NC,6,3,210,0.8114,North carolina,2022,NA,199,49,3,North Carolina Central,//247sports.com/player/albert-redd-46101386,"Glenn, Kernersville, NC",-80.0645023,36.1106996
Daterius Lee,LB,Deerfield Beach,Deerfield Beach,FL,6,0,215,0.7964,North carolina,2022,NA,213,282,2,Florida A&M,//247sports.com/player/daterius-lee-46084645,"Deerfield Beach, Deerfield Beach, FL",-80.09976569999999,26.3184123
Desmond Cook,LB,Western Branch,Chesapeake,VA,6,1,217,NA,North carolina,2022,NA,NA,NA,1,NA,//247sports.com/player/desmond-cook-46117683,"Western Branch, Chesapeake, VA",-76.41581289999999,36.8396037
Kenyatta Jackson,Edge,Chaminade-Madonna Prep,Hollywood,FL,6,5,235,0.9749,North carolina,2022,60,5,11,4,Ohio State,//247sports.com/player/kenyatta-jackson-46084576,"Chaminade-Madonna Prep, Hollywood, FL",-80.19581939999999,26.0150846
Darris Smith,Edge,Appling County,Baxley,GA,6,6,225,0.9352,North carolina,2022,163,14,18,4,Georgia,//247sports.com/player/darris-smith-46103844,"Appling County, Baxley, GA",-82.3484618,31.7782514
DJ Wesolak,Edge,Boonville,Boonville,MO,6,4,235,0.9338,North carolina,2022,166,15,4,4,Missouri,//247sports.com/player/dj-wesolak-46103936,"Boonville, Boonville, MO",-92.74324179999999,38.9736392
Malaki Hamrick,Edge,Shelby,Shelby,NC,6,4,205,0.9208,North carolina,2022,198,20,4,4,North Carolina,//247sports.com/player/malaki-hamrick-46080928,"Shelby, Shelby, NC",-81.5356463,35.2923513
Beau Atkinson,Edge,Leesville Road,Raleigh,NC,6,6,240,0.9067,North carolina,2022,264,22,7,4,North Carolina,//247sports.com/player/beau-atkinson-46094682,"Leesville Road, Raleigh, NC",-78.7528552,35.9192014
Joshua Josephs,Edge,North Cobb,Kennesaw,GA,6,3,215,0.8953,North carolina,2022,343,28,32,4,Tennessee,//247sports.com/player/joshua-josephs-46101196,"North Cobb, Kennesaw, GA",-84.64859829999999,34.0401304
Dante Anderson,Edge,Homestead,Homestead,FL,6,3,205,0.8923,North carolina,2022,370,30,47,4,Florida State,//247sports.com/player/dante-anderson-46058581,"Homestead, Homestead, FL",-80.4775569,25.4687224
Bryson Jennings,Edge,Clover Hill,Midlothian,VA,6,6,235,0.885,North carolina,2022,440,35,14,3,North Carolina,//247sports.com/player/bryson-jennings-46082298,"Clover Hill, Midlothian, VA",-77.6490005,37.5061069
Darren Agu,Edge,Rabun Gap-Nacoochee School,Rabun Gap,GA,6,6,225,0.8796,North carolina,2022,511,41,52,3,Vanderbilt,//247sports.com/player/darren-agu-46110263,"Rabun Gap-Nacoochee School, Rabun Gap, GA",-83.3923263,34.9605255
Shemar Stewart,DL,Monsignor Pace,Opa Locka,FL,6,6,272,0.9945,North carolina,2022,9,3,1,5,Texas A&M,//247sports.com/player/shemar-stewart-46080267,"Monsignor Pace, Opa Locka, FL",-80.2531422,25.9166201
Travis Shaw,DL,Grimsley,Greensboro,NC,6,5,310,0.99,North carolina,2022,20,6,1,5,North Carolina,//247sports.com/player/travis-shaw-46057330,"Grimsley, Greensboro, NC",-79.8330907,36.0505141
Bear Alexander,DL,IMG Academy,Bradenton,FL,6,3,325,0.9782,North carolina,2022,50,9,9,4,Georgia,//247sports.com/player/bear-alexander-46076651,"IMG Academy, Bradenton, FL",-82.605312,27.4408855
KJ Miles,DL,St. Peters Prep,Jersey City,NJ,6,4,288,0.8858,North carolina,2022,432,56,5,3,Georgia Tech,//247sports.com/player/kj-miles-46054149,"St. Peters Prep, Jersey City, NJ",-74.0396695,40.71566019999999
Curtis Neal,DL,William Amos Hough,Cornelius,NC,6,1,290,0.8817,North carolina,2022,480,64,14,3,Wisconsin,//247sports.com/player/curtis-neal-46058787,"William Amos Hough, Cornelius, NC",-80.8279037,35.4687652
Richard Thomas,DL,American Heritage,Fort Lauderdale,FL,6,2,250,0.8784,North carolina,2022,528,73,72,3,Indiana,//247sports.com/player/richard-thomas-46081852,"American Heritage, Fort Lauderdale, FL",-80.1391798,26.1352626
Santana Hopper,DL,Shelby,Shelby,NC,6,1,280,0.8784,North carolina,2022,533,74,15,3,Appalachian State,//247sports.com/player/santana-hopper-46101499,"Shelby, Shelby, NC",-81.5356463,35.2923513
Ahmad Moten,DL,Cardinal Gibbons,Fort Lauderdale,FL,6,3,290,0.877,North carolina,2022,561,80,73,3,Miami,//247sports.com/player/ahmad-moten-46114499,"Cardinal Gibbons, Fort Lauderdale, FL",-80.1081865,26.1856297
Alton Tarber,DL,Deerfield Beach,Deerfield Beach,FL,6,1.5,305,0.8505,North carolina,2022,NA,142,151,3,Oklahoma,//247sports.com/player/alton-tarber-46081776,"Deerfield Beach, Deerfield Beach, FL",-80.09976569999999,26.3184123
Nick Singleton,RB,Governor Mifflin,Reading,PA,6,0,210,0.986,Northwestern,2022,31,1,1,5,Penn State,//247sports.com/player/nick-singleton-46084442,"Governor Mifflin, Reading, PA",-75.96954649999999,40.2421244
Gavin Sawchuk,RB,Valor Christian,Littleton,CO,5,11,185,0.9584,Northwestern,2022,98,7,1,4,Oklahoma,//247sports.com/player/gavin-sawchuk-46080732,"Valor Christian, Littleton, CO",-104.9448572,39.54051500000001
Gi'Bran Payne,RB,LaSalle,Cincinnati,OH,5,10,190,0.9036,Northwestern,2022,278,22,10,4,Notre Dame,//247sports.com/player/gibran-payne-46094135,"LaSalle, Cincinnati, OH",-84.58661359999999,39.1890963
Damari Alston,RB,Woodward Academy,Atlanta,GA,5,10,205,0.8955,Northwestern,2022,342,32,31,4,Auburn,//247sports.com/player/damari-alston-46079847,"Woodward Academy, Atlanta, GA",-84.44197989999999,33.6628164
Dylan Sampson,RB,Dutchtown,Geismar,LA,5,9,180,0.8843,Northwestern,2022,450,36,21,3,Tennessee,//247sports.com/player/dylan-sampson-46102515,"Dutchtown, Geismar, LA",-90.9887119,30.2543622
Major Everhart,RB,Tascosa,Amarillo,TX,5,11,170,0.8802,Northwestern,2022,501,39,72,3,TCU,//247sports.com/player/major-everhart-46100657,"Tascosa, Amarillo, TX",-101.8804395,35.1936673
Joseph Himon II,RB,Pulaski Academy,Little Rock,AR,5,9,175,0.871,Northwestern,2022,659,52,9,3,Northwestern,//247sports.com/player/joseph-himon-ii-46094918,"Pulaski Academy, Little Rock, AR",-92.41216849999999,34.7719199
Dareion Murphy,RB,Floresville,Floresville,TX,6,0,195,0.8527,Northwestern,2022,NA,84,160,3,Princeton,//247sports.com/player/dareion-murphy-46084723,"Floresville, Floresville, TX",-98.15611919999999,29.1335781
C.J. Williams,WR,Mater Dei,Santa Ana,CA,6,2,193,0.9707,Northwestern,2022,73,10,6,4,USC,//247sports.com/player/c-j-williams-46082278,"Mater Dei, Santa Ana, CA",-117.8841454,33.7262194
Tyler Morris,WR,Nazareth Academy,La Grange Park,IL,6,0,175,0.9462,Northwestern,2022,133,22,4,4,Michigan,//247sports.com/player/tyler-morris-46080144,"Nazareth Academy, La Grange Park, IL",-87.8865338,41.8204949
Darrius Clemons,WR,Westview,Portland,OR,6,3,205,0.9422,Northwestern,2022,144,24,1,4,Michigan,//247sports.com/player/darrius-clemons-46058500,"Westview, Portland, OR",-122.8659439,45.5503509
Kyler Kasper,WR,Williams Field,Gilbert,AZ,6,5,195,0.9401,Northwestern,2022,150,25,3,4,Oregon,//247sports.com/player/kyler-kasper-46104102,"Williams Field, Gilbert, AZ",-111.7375723,33.3069114
Dane Key,WR,Frederick Douglass,Lexington,KY,6,2,190,0.9129,Northwestern,2022,228,34,1,4,Kentucky,//247sports.com/player/dane-key-46093743,"Frederick Douglass, Lexington, KY",-84.4357461,38.0395314
Reggie Fleurima,WR,Naperville Central,Naperville,IL,6,2,200,0.9111,Northwestern,2022,238,37,7,4,Northwestern,//247sports.com/player/reggie-fleurima-46084905,"Naperville Central, Naperville, IL",-88.1556827,41.7676114
Noah Thomas,WR,Clear Springs,League City,TX,6,5,180,0.8971,Northwestern,2022,316,45,46,4,Texas A&M,//247sports.com/player/noah-thomas-46098459,"Clear Springs, League City, TX",-95.14328049999999,29.5000863
Omari Evans,WR,Shoemaker,Killeen,TX,6,0,170,0.8777,Northwestern,2022,545,76,78,3,Penn State,//247sports.com/player/omari-evans-46101896,"Shoemaker, Killeen, TX",-97.7018153,31.1312114
Jarel Williams,WR,Saraland,Saraland,AL,6,2,185,0.871,Northwestern,2022,665,93,27,3,West Virginia,//247sports.com/player/jarel-williams-46084488,"Saraland, Saraland, AL",-88.074684,30.8313314
Oscar Delp,TE,West Forsyth,Cumming,GA,6,5,224,0.9577,Northwestern,2022,100,2,9,4,Georgia,//247sports.com/player/oscar-delp-46098327,"West Forsyth, Cumming, GA",-84.21416959999999,34.2101851
Eli Raridon,TE,Valley,West Des Moines,IA,6,6,228,0.927,Northwestern,2022,187,5,3,4,Notre Dame,//247sports.com/player/eli-raridon-46094684,"Valley, West Des Moines, IA",-93.7516823,41.5853027
Ryan Otton,TE,Tumwater,Olympia,WA,6,6,224,0.9085,Northwestern,2022,252,10,4,4,Washington,//247sports.com/player/ryan-otton-46093991,"Tumwater, Olympia, WA",-122.9093063,47.0073187
Jack Nickel,TE,Milton,Alpharetta,GA,6,4,235,0.8784,Northwestern,2022,534,28,54,3,Michigan State,//247sports.com/player/jack-nickel-46076934,"Milton, Alpharetta, GA",-84.2919367,34.0988291
Chris Petrucci,TE,Maine South,Park Ridge,IL,6,5,210,0.8647,Northwestern,2022,806,41,17,3,Northwestern,//247sports.com/player/chris-petrucci-46100296,"Maine South, Park Ridge, IL",-87.8522847,42.00137429999999
Josh Kattus,TE,Archbishop Moeller,Cincinnati,OH,6,4,235,0.8505,Northwestern,2022,NA,66,35,3,Kentucky,//247sports.com/player/josh-kattus-46097462,"Archbishop Moeller, Cincinnati, OH",-84.35840979999999,39.2202578
Josh Conerly Jr.,OT,Rainier Beach,Seattle,WA,6,5,283,0.9918,Northwestern,2022,15,2,1,5,Oregon,//247sports.com/player/josh-conerly-jr-46057420,"Rainier Beach, Seattle, WA",-122.2639761,47.512255
Joe Brunner,OT,Whitefish Bay,Milwaukee,WI,6,6,300,0.9633,Northwestern,2022,85,9,1,4,Wisconsin,//247sports.com/player/joe-brunner-46085953,"Whitefish Bay, Milwaukee, WI",-87.9000856,43.1133444
Aamil Wagner,OT,Wayne,Dayton,OH,6,6,265,0.9548,Northwestern,2022,112,11,7,4,Notre Dame,//247sports.com/player/aamil-wagner-46101325,"Wayne, Dayton, OH",-84.1697464,39.74526
Drew Shelton,OT,Downingtown West,Downingtown,PA,6,5,290,0.9512,Northwestern,2022,122,12,3,4,Penn State,//247sports.com/player/drew-shelton-46100911,"Downingtown West, Downingtown, PA",-75.718214,40.0116371
Collin Sadler,OT,Greenville,Greenville,SC,6,5,285,0.9394,Northwestern,2022,153,14,5,4,Clemson,//247sports.com/player/collin-sadler-46098635,"Greenville, Greenville, SC",-82.3940104,34.85261759999999
Blake Miller,OT,Strongsville,Strongsville,OH,6,6,315,0.9187,Northwestern,2022,205,16,9,4,Clemson,//247sports.com/player/blake-miller-46058996,"Strongsville, Strongsville, OH",-81.83569,41.3144966
Jacob Sexton,OT,Deer Creek,Edmond,OK,6,5,285,0.909,Northwestern,2022,250,18,6,4,Oklahoma,//247sports.com/player/jacob-sexton-46085990,"Deer Creek, Edmond, OK",-97.5178923,35.7138676
Fisher Anderson,OT,Franklin,Franklin,TN,6,7,270,0.9068,Northwestern,2022,263,20,6,4,Stanford,//247sports.com/player/fisher-anderson-46056927,"Franklin, Franklin, TN",-86.8688899,35.9250637
Lucas Heyer,OT,Hill Murray School,Saint Paul,MN,6,5,307,0.897,Northwestern,2022,319,26,1,4,Stanford,//247sports.com/player/lucas-heyer-46098742,"Hill Murray School, Saint Paul, MN",-92.99014799999999,44.9932272
Grant Bingham,OT,Johnson Central,Paintsville,KY,6,6,302,0.8937,Northwestern,2022,355,28,2,4,Kentucky,//247sports.com/player/grant-bingham-46101146,"Johnson Central, Paintsville, KY",-82.8170744,37.82165699999999
Ashton Craig,OT,Lawrenceburg,Lawrenceburg,IN,6,5,283,0.8789,Northwestern,2022,521,38,12,3,Notre Dame,//247sports.com/player/ashton-craig-46108883,"Lawrenceburg, Lawrenceburg, IN",-84.8499504,39.090891
Danny McGuire,OT,Marist,Chicago,IL,6,5,270,0.8788,Northwestern,2022,524,39,9,3,Northwestern,//247sports.com/player/danny-mcguire-46094290,"Marist, Chicago, IL",-87.723417,41.68474
Nick Herzog,OT,Blue Valley,Stilwell,KS,6,4,270,0.8714,Northwestern,2022,655,52,4,3,Northwestern,//247sports.com/player/nick-herzog-46102577,"Blue Valley, Stilwell, KS",-94.68632679999999,38.7775922
Carter Smith,OT,Olentangy Liberty,Powell,OH,6,5,280,0.869,Northwestern,2022,713,57,21,3,Indiana,//247sports.com/player/carter-smith-46104090,"Olentangy Liberty, Powell, OH",-83.0989026,40.1978762
Connor Jones,OT,Palmer Ridge,Monument,CO,6,7,285,0.8559,Northwestern,2022,NA,90,6,3,Michigan,//247sports.com/player/connor-jones-46096682,"Palmer Ridge, Monument, CO",-104.862176,39.112412
Terrance Brooks,CB,Little Elm,Little Elm,TX,5,11,190,0.9643,Northwestern,2022,83,10,14,4,Texas,//247sports.com/player/terrance-brooks-46099495,"Little Elm, Little Elm, TX",-96.89098919999999,33.1782296
Jaden Mickey,CB,Centennial,Corona,CA,5,11.5,175,0.916,Northwestern,2022,215,28,15,4,Notre Dame,//247sports.com/player/jaden-mickey-46094676,"Centennial, Corona, CA",-117.5454121,33.8581918
Benjamin Morrison,CB,Brophy College Preparatory,Phoenix,AZ,6,0.5,175,0.8958,Northwestern,2022,334,36,5,4,Notre Dame,//247sports.com/player/benjamin-morrison-46097106,"Brophy College Preparatory, Phoenix, AZ",-112.0721627,33.5048424
Caleb Coley,CB,Houston County,Warner Robins,GA,5,11,166,0.8869,Northwestern,2022,422,42,44,3,Michigan State,//247sports.com/player/caleb-coley-46109468,"Houston County, Warner Robins, GA",-83.6102624,32.6214177
Amari Jackson,CB,Eagle's Landing,Mcdonough,GA,5,10,170,0.8676,Northwestern,2022,751,71,79,3,Boston College,//247sports.com/player/amari-jackson-46098506,"Eagle's Landing, Mcdonough, GA",-84.1821892,33.4975482
Dylahn McKinney,CB,Colleyville Heritage,Colleyville,TX,6,0,175,0.8655,Northwestern,2022,784,72,114,3,Oklahoma State,//247sports.com/player/dylahn-mckinney-46103487,"Colleyville Heritage, Colleyville, TX",-97.1032492,32.8876453
Avyonne Jones,CB,Southlake Carroll,Southlake,TX,5,11,180,0.8538,Northwestern,2022,NA,98,152,3,Wisconsin,//247sports.com/player/avyonne-jones-46085860,"Southlake Carroll, Southlake, TX",-97.1467072,32.9533477
Braden Turner,CB,McGill Toolen,Mobile,AL,5,11,175,0.8464,Northwestern,2022,NA,120,55,3,Northwestern,//247sports.com/player/braden-turner-46103649,"McGill Toolen, Mobile, AL",-88.0723447,30.6892674
Chris Johnson,CB,Eleanor Roosevelt,Corona,CA,6,0,175,0.8431,Northwestern,2022,NA,127,101,3,San Diego State,//247sports.com/player/chris-johnson-46117140,"Eleanor Roosevelt, Corona, CA",-117.5664384,33.8752935
Zion Branch,S,Bishop Gorman,Las Vegas,NV,6,2,195,0.9758,Northwestern,2022,58,6,1,4,USC,//247sports.com/player/zion-branch-46058533,"Bishop Gorman, Las Vegas, NV",-115.3180831,36.0818382
Jarred Kerr,S,Lexington,Lexington,TX,6,0,185,0.8914,Northwestern,2022,376,32,51,4,Texas A&M,//247sports.com/player/jarred-kerr-46100583,"Lexington, Lexington, TX",-97.0116515,30.4190974
Austin Brown,S,Johnston City,Johnston City,IL,6,1,195,0.8829,Northwestern,2022,462,42,8,3,Wisconsin,//247sports.com/player/austin-brown-46103144,"Johnston City, Johnston City, IL",-88.9275695,37.8206052
Trevon Howard,S,IMG Academy,Bradenton,FL,6,1,200,0.8755,Northwestern,2022,581,50,78,3,Iowa State,//247sports.com/player/trevon-howard-46080226,"IMG Academy, Bradenton, FL",-82.605312,27.4408855
Robert Fitzgerald,S,Jesuit,Dallas,TX,6,0,200,0.8674,Northwestern,2022,759,64,110,3,Northwestern,//247sports.com/player/robert-fitzgerald-46101057,"Jesuit, Dallas, TX",-96.8194168,32.9188287
Devin Turner,S,Lone Star,Frisco,TX,6,2,190,0.8519,Northwestern,2022,NA,88,162,3,Northwestern,//247sports.com/player/devin-turner-46112832,"Lone Star, Frisco, TX",-96.8671153,33.1909853
Coleman Bryson,S,Rabun Gap-Nacoochee School,Rabun Gap,GA,6,2,190,0.8485,Northwestern,2022,NA,90,119,3,Minnesota,//247sports.com/player/coleman-bryson-46112020,"Rabun Gap-Nacoochee School, Rabun Gap, GA",-83.3923263,34.9605255
Octavian Smith Jr.,ATH,Paint Branch,Burtonsville,MD,6,0,170,0.8952,Northwestern,2022,344,15,7,4,Maryland,//247sports.com/player/octavian-smith-jr-46113304,"Paint Branch, Burtonsville, MD",-76.9324752,39.11121929999999
Kye Stokes,ATH,Armwood,Seffner,FL,6,2,185,0.8933,Northwestern,2022,361,16,44,4,Ohio State,//247sports.com/player/kye-stokes-46111680,"Armwood, Seffner, FL",-82.2959525,28.004948
Braydon Brus,ATH,Glendora,Glendora,CA,6,2,206,0.8722,Northwestern,2022,635,41,50,3,Northwestern,//247sports.com/player/braydon-brus-46097230,"Glendora, Glendora, CA",-117.865339,34.1361187
Miguel Mitchell,ATH,Oxford,Oxford,AL,6,1,205,0.8588,Northwestern,2022,946,66,37,3,Florida,//247sports.com/player/miguel-mitchell-46114249,"Oxford, Oxford, AL",-85.8349648,33.6142714
Evan Smith,ATH,Oak Mountain,Birmingham,AL,5,9,167,0.856,Northwestern,2022,NA,71,42,3,Northwestern,//247sports.com/player/evan-smith-46058573,"Oak Mountain, Birmingham, AL",-86.7337768,33.3663224
Devin Brown,QB,Corner Canyon,Draper,UT,6,2.5,196,0.9808,Northwestern,2022,43,6,1,4,Ohio State,//247sports.com/player/devin-brown-46084902,"Corner Canyon, Draper, UT",-111.870273,40.5163461
AJ Duffy,QB,IMG Academy,Bradenton,FL,6,2,223,0.9306,Northwestern,2022,174,11,21,4,Florida State,//247sports.com/player/aj-duffy-46079777,"IMG Academy, Bradenton, FL",-82.605312,27.4408855
Steve Angeli,QB,Bergen Catholic,Oradell,NJ,6,3,215,0.8961,Northwestern,2022,327,21,4,4,Notre Dame,//247sports.com/player/steve-angeli-46086180,"Bergen Catholic, Oradell, NJ",-74.0481415,40.959635
Garret Rangel,QB,Lone Star,Frisco,TX,6,2,175,0.8906,Northwestern,2022,381,22,52,4,Oklahoma State,//247sports.com/player/garret-rangel-46093858,"Lone Star, Frisco, TX",-96.8671153,33.1909853
Beau Pribula,QB,Central York,York,PA,6,2,215,0.8817,Northwestern,2022,478,30,14,3,Penn State,//247sports.com/player/beau-pribula-46078791,"Central York, York, PA",-76.727745,39.9625984
Brandon Rose,QB,Murrieta Valley,Murrieta,CA,6,2,195,0.8755,Northwestern,2022,585,35,44,3,Utah,//247sports.com/player/brandon-rose-46095080,"Murrieta Valley, Murrieta, CA",-117.1737262,33.5629002
Conner Harrell,QB,Thompson,Alabaster,AL,6,1,189,0.8647,Northwestern,2022,799,45,33,3,North Carolina,//247sports.com/player/conner-harrell-46103756,"Thompson, Alabaster, AL",-86.8451459,33.222801
Bennett Meredith,QB,Hoover,Hoover,AL,6,3,190,0.8519,Northwestern,2022,NA,70,47,3,Arizona State,//247sports.com/player/bennett-meredith-46103648,"Hoover, Hoover, AL",-86.8113781,33.4053867
Jack Lausch,QB,Brother Rice,Oak Lawn,IL,6,2,180,0.8263,Northwestern,2022,NA,113,37,3,Northwestern,//247sports.com/player/jack-lausch-46114461,"Brother Rice, Oak Lawn, IL",-87.7201491,41.7114525
Billy Schrauth,IOL,St. Mary's Springs,Fond Du Lac,WI,6,5,300,0.9402,Northwestern,2022,149,7,2,4,Notre Dame,//247sports.com/player/billy-schrauth-46096599,"St. Mary's Springs, Fond Du Lac, WI",-88.38464669999999,43.7860974
